resolution,trial,step,observation,info_gain,pred_divergence,expected_accuracy,expected_Qs_entropy,inference_time_ms
5,3,19,"(287.5, 362.5, 9.065091200270214)",0.7941316983543987,0.0,-0.5684872125873954,0.8867172443778484,233.1015000017942
5,3,20,"(312.5, 362.5, 7.999359988870806)",0.00872818628949245,0.0,-0.6775706648942825,0.15405515569527936,239.27959999855375
5,3,21,"(312.5, 362.5, 7.999359988870806)",0.24660189380514713,754.7097778320312,-0.22880526508558094,0.4374286146407277,118.22820000088541
5,3,22,"(337.5, 362.5, 6.836404624384365)",0.1925751859657647,0.0,-0.45769290880956637,0.1958332955136292,222.69040000173845
5,3,23,"(362.5, 362.5, 5.709929773131825)",0.002374015748497555,0.0,-0.6908157487344793,0.02840435224063056,221.7461000000185
5,3,24,"(362.5, 362.5, 5.709929773131825)",0.22684755194567066,746.4379272460938,-0.2331981848127619,0.39486884661872473,121.6896000005363
5,3,25,"(362.5, 337.5, 4.801447242030367)",0.9105033834596219,0.0,-0.6207460478123455,1.07052818114693,242.6612000017485
5,3,26,"(362.5, 362.5, 5.709929773131825)",0.14064264297483228,0.0,-1.029253645307545,0.9514418912841185,226.6237000003457
5,3,27,"(362.5, 362.5, 5.709929773131825)",0.5632587801737562,743.8213500976562,-0.26557345062789356,0.9261550889927108,120.45579999903566
5,3,28,"(362.5, 387.5, 6.644563227708976)",0.7342526527069031,0.0,-0.6084926992318206,0.8106093349781002,231.7296000001079
5,3,29,"(362.5, 412.5, 7.512358105982148)",0.09045217434583475,0.0,-1.1078725939314844,0.7270723910183615,316.83630000043195
5,3,30,"(362.5, 412.5, 7.512358105982148)",0.6367190226622932,754.3588256835938,-0.4019696974742932,0.8117678982489762,172.94780000156607
5,3,31,"(362.5, 437.5, 8.184609533832969)",0.6379942409780727,0.0,-0.5864035706141608,0.5055035724370461,238.30739999903017
5,3,32,"(337.5, 437.5, 10.400297021568935)",0.07993651926522802,0.0,-0.9875270076632782,0.1995595894118675,262.78200000160723
5,3,33,"(337.5, 437.5, 10.400297021568935)",0.5777219119044226,753.3207397460938,-0.42799755117780225,0.49281452320625446,119.69110000063665
5,3,34,"(312.5, 437.5, 13.134116007120344)",0.6626600656513109,0.0,-0.8803384356691589,0.6639193123790641,204.71900000120513
5,3,35,"(287.5, 437.5, 16.365669713099226)",0.008691723768419639,0.0,-2.4817123298088344,0.24883798233956525,263.1486999998742
5,3,36,"(287.5, 437.5, 16.365669713099226)",0.6264314641521755,778.10400390625,-0.3181858832703668,0.428864456494234,123.62669999856735
5,3,37,"(312.5, 437.5, 13.134116007120344)",0.12633772646198452,0.0,-2.001707499397991,0.053342181210681114,216.66610000102082
5,3,38,"(287.5, 437.5, 16.365669713099226)",-6.420789239254968e-08,0.0,-2.531740562717199,4.331645126109516e-09,240.76609999974607
5,3,39,"(287.5, 437.5, 16.365669713099226)",0.0024237782263319264,817.164306640625,-0.23842223644814065,0.002606698480854949,123.25679999776185
5,3,40,"(312.5, 437.5, 13.134116007120344)",0.133343333213193,0.0,-2.1151633600975694,0.05443687279574407,224.68630000003031
5,3,41,"(287.5, 437.5, 16.365669713099226)",-6.411983869782214e-08,0.0,-2.531740503468294,1.317082975843054e-09,238.08140000255662
5,3,42,"(287.5, 437.5, 16.365669713099226)",0.0031229952541892607,817.164306640625,-0.2384222363389808,0.002198281889477497,122.13369999881252
5,3,43,"(312.5, 437.5, 13.134116007120344)",0.1267327548590079,0.0,-2.122626821140196,0.05670402580384823,223.41129999767873
5,3,44,"(312.5, 462.5, 14.033224262378283)",4.358201598127684e-07,0.0,-2.447193526452311,5.012722629371239e-05,238.0310999978974
5,3,45,"(312.5, 462.5, 14.033224262378283)",0.0012984119257403383,814.9884033203125,-0.45422294040507455,0.0013867632095036385,119.66810000012629
5,3,46,"(287.5, 462.5, 17.977012825427398)",2.658756209099519e-06,0.0,-1.0221332636974902,4.238707205581683e-05,218.79730000000563
5,4,0,"(437.5, 412.5, 3.7158125367455015)",0.7154024321705925,737.4826049804688,-0.2927820735631413,2.023262368034771,124.72849999903701
5,4,1,"(437.5, 387.5, 3.41874755045311)",0.5701438452600812,0.0,-0.5457140624068211,1.5183809667478925,234.6332999986771
5,4,2,"(412.5, 387.5, 4.295992126710907)",0.12204073866206233,0.0,-0.8323080756969763,1.2480887448820388,226.4173999974446
5,4,3,"(412.5, 387.5, 4.295992126710907)",0.632060323580757,738.7161254882812,-0.2818171573716007,1.320866978561018,122.36660000053234
5,4,4,"(387.5, 387.5, 5.365977503075057)",0.9126788515983439,0.0,-0.5880133526950172,0.8778186457751955,232.19330000210903
5,4,5,"(362.5, 387.5, 6.644563227708976)",0.17116477092106616,0.0,-0.9553837414187986,0.7669751422859192,227.6495000005525
5,4,6,"(362.5, 387.5, 6.644563227708976)",0.7901572333479052,740.7152099609375,-0.32600920832595554,1.3221114175764068,121.66299999807961
5,4,7,"(337.5, 387.5, 8.122025837780313)",0.286863679828137,0.0,-0.5311103071491634,0.2950779311397008,232.7502000007371
5,4,8,"(337.5, 412.5, 9.377700043801939)",0.04458067317813091,0.0,-0.7914185735604209,0.3046473681046972,286.9185000017751
5,4,9,"(337.5, 412.5, 9.377700043801939)",0.37622289735792513,753.6506958007812,-0.22615899023810357,0.5158350011972406,123.83079999926849
5,4,10,"(312.5, 412.5, 11.543004562335339)",0.018220547967149826,0.0,-0.5437144872210534,0.01724862320216763,232.6600000014878
5,4,11,"(287.5, 412.5, 13.851283065501828)",-2.4471470775703594e-08,0.0,-0.7911539201517002,4.349381351335507e-06,246.65309999909368
5,4,12,"(287.5, 412.5, 13.851283065501828)",0.041994825719080864,797.9769897460938,-0.24765759924268024,0.04078359086405443,122.23610000000917
5,4,13,"(287.5, 387.5, 11.306348749090457)",0.029193003386722777,0.0,-0.5517575662940352,0.02377111274192218,221.34119999827817
5,4,14,"(287.5, 362.5, 9.065091200270214)",-7.786729838699101e-08,0.0,-0.8677135948856988,5.29837095487989e-06,240.33889999918756
5,4,15,"(287.5, 362.5, 9.065091200270214)",0.07264448140531671,767.9354858398438,-0.3165091614707641,0.09095019169864058,121.49900000076741
5,4,16,"(287.5, 387.5, 11.306348749090457)",0.006948778503797961,0.0,-0.6200529184829011,0.00407709803580286,243.36749999929452
5,4,17,"(312.5, 387.5, 9.73254467824523)",0.046318625410396656,0.0,-1.3574931448593353,0.06493364231284433,274.40650000062305
5,4,18,"(312.5, 387.5, 9.73254467824523)",0.5718782015415013,780.8933715820312,-0.7160382088764308,0.5391691093344334,121.68390000078944
5,4,19,"(287.5, 387.5, 11.306348749090457)",0.7024210212493835,0.0,-1.5154232020420333,0.3850791066192027,215.8992999975453
5,4,20,"(262.5, 387.5, 12.530028997518446)",0.015209769209229182,0.0,-1.6310115709429067,0.05608595735726463,277.5901999993948
5,4,21,"(262.5, 387.5, 12.530028997518446)",0.2617335676189919,764.8533325195312,-0.5854014090255599,0.31407163942279126,171.62480000115465
5,4,22,"(262.5, 412.5, 15.847883528411389)",0.33360714476776926,0.0,-2.082228032694231,0.12757553508902444,231.4818999984709
5,4,23,"(262.5, 437.5, 19.691492564685472)",9.549780693430319e-08,0.0,-4.564623331127847,0.1971418713809297,312.06119999842485
5,4,24,"(262.5, 437.5, 19.691492564685472)",0.0017860775141879265,856.8884887695312,-2.297823864625727,0.0014753112028508266,124.73219999810681
5,4,25,"(262.5, 437.5, 19.691492564685472)",7.752595616989747e-07,0.0,-4.595647729172072,3.87433587498018e-06,202.59430000078282
5,5,0,"(437.5, 412.5, 3.7158125367455015)",0.716330024060042,737.2332153320312,-0.29278207356314123,2.0232623292410317,122.42510000214679
5,5,1,"(412.5, 412.5, 4.71743372998353)",0.33946725568530883,0.0,-0.5176684852365693,1.2618184031987068,233.92500000045402
5,5,2,"(387.5, 412.5, 5.968521653217249)",0.05228923757872547,0.0,-0.759789372012562,1.0728807049299673,230.4148000002897
5,5,3,"(387.5, 412.5, 5.968521653217249)",0.4542237894823578,742.2796630859375,-0.24519124676011625,1.1963838597739882,123.67729999823496
5,5,4,"(362.5, 412.5, 7.512358105982148)",0.6857884240092513,0.0,-0.5362459594183637,0.7570708110055175,231.209100002161
5,5,5,"(337.5, 412.5, 9.377700043801939)",0.0011900795313240784,0.0,-0.7891790007445691,0.0743671284304468,238.65920000025653
5,5,6,"(337.5, 412.5, 9.377700043801939)",0.13325227732845976,766.052001953125,-0.27249430760797627,0.1854782711113699,122.49330000122427
5,5,7,"(337.5, 437.5, 10.400297021568935)",0.625072596096024,0.0,-0.5836024948898699,0.6417345532357123,231.95830000258866
5,5,8,"(362.5, 437.5, 8.184609533832969)",0.03599669039247596,0.0,-0.9805232455081933,0.20246602348632203,276.2494000016886
5,5,9,"(362.5, 437.5, 8.184609533832969)",0.46801227965825376,745.5285034179688,-0.28712118623083677,0.6257161043819363,121.11120000190567
5,5,10,"(337.5, 437.5, 10.400297021568935)",0.7324460712987958,0.0,-0.7229569252125956,0.42971361887034754,207.36849999957485
5,5,11,"(312.5, 437.5, 13.134116007120344)",0.23397225141523706,0.0,-1.4840881959309105,0.5022781529055749,249.24000000100932
5,5,12,"(312.5, 437.5, 13.134116007120344)",0.6621155637976934,763.3636474609375,-0.4361250861253094,0.6808900726872616,127.789499998471
5,5,13,"(287.5, 437.5, 16.365669713099226)",0.06768776692937957,0.0,-1.993255539184769,0.041952648662875715,240.87429999781307
5,5,14,"(262.5, 437.5, 19.691492564685472)",9.623536561436663e-08,0.0,-4.290807649314382,4.847506205659074e-06,262.85790000110865
5,5,15,"(262.5, 437.5, 19.691492564685472)",0.002428139620983847,856.8884887695312,-2.2978238646245273,0.0012756632309438925,120.60840000049211
5,6,0,"(437.5, 412.5, 3.7158125367455015)",0.7165073582357836,737.360107421875,-0.2927820735631412,2.0232623700597054,124.34510000093724
5,6,1,"(437.5, 387.5, 3.41874755045311)",0.5699548290301552,0.0,-0.5457140624068212,1.5183809665991475,232.36929999984568
5,6,2,"(412.5, 387.5, 4.295992126710907)",0.12032793958979976,0.0,-0.8323080756969764,1.2480887448820388,222.9220000008354
5,6,3,"(412.5, 387.5, 4.295992126710907)",0.6305345274300405,738.9034423828125,-0.2818171573716007,1.3208669347687572,120.21780000213766
5,6,4,"(387.5, 387.5, 5.365977503075057)",0.8992126648395676,0.0,-0.5880133526950173,0.8778186457751953,234.02569999961997
5,6,5,"(362.5, 387.5, 6.644563227708976)",0.1727644006411201,0.0,-0.9553837414187987,0.7669751422859193,231.12689999834402
5,6,6,"(362.5, 387.5, 6.644563227708976)",0.7891547825853873,740.610107421875,-0.3260092083259554,1.3221114509591407,123.42239999998128
5,6,7,"(337.5, 387.5, 8.122025837780313)",0.2738735067980039,0.0,-0.5311103071491635,0.2950779311397007,233.57319999922765
5,6,8,"(337.5, 412.5, 9.377700043801939)",0.04639519751072398,0.0,-0.7914185735604209,0.3046473681046962,284.6175000013318
5,6,9,"(337.5, 412.5, 9.377700043801939)",0.3695807338444306,753.7119140625,-0.22615899023810362,0.515835015069628,120.57089999871096
5,6,10,"(362.5, 412.5, 7.512358105982148)",0.15793979649198608,0.0,-0.5410033835533093,0.23697996377547034,208.92240000102902
5,6,11,"(362.5, 437.5, 8.184609533832969)",0.03008669118084564,0.0,-0.8235165182317599,0.0837091073891543,228.67440000118222
5,6,12,"(362.5, 437.5, 8.184609533832969)",0.46765925635272354,745.0507202148438,-0.284861931195024,0.6360914805538108,122.75809999846388
5,6,13,"(337.5, 437.5, 10.400297021568935)",0.7097931172516473,0.0,-0.7218027778827779,0.4166285798434055,245.93850000019302
5,6,14,"(312.5, 437.5, 13.134116007120344)",0.2297190229098039,0.0,-1.4849341793474897,0.4976977555860737,246.99540000074194
5,6,15,"(312.5, 437.5, 13.134116007120344)",0.6617653238399953,763.3113403320312,-0.4374308063094123,0.6866408842903876,121.3748999980453
5,6,16,"(287.5, 437.5, 16.365669713099226)",0.09360851613675526,0.0,-1.9932588237654625,0.04195669189054509,243.37649999870337
5,6,17,"(262.5, 437.5, 19.691492564685472)",9.672124990905353e-08,0.0,-4.2908076496449095,4.8492155934774735e-06,260.0323999977263
5,6,18,"(262.5, 437.5, 19.691492564685472)",0.001231613526081951,856.8884887695312,-2.2978238646245277,0.0012756641364950574,121.77289999817731
5,7,0,"(437.5, 412.5, 3.7158125367455015)",0.7124392633122651,737.2013549804688,-0.29278207356314123,2.0232623712277595,126.39800000033574
5,7,1,"(412.5, 412.5, 4.71743372998353)",0.3557936278044724,0.0,-0.5176684852365692,1.2618184031987065,234.32020000109333
5,7,2,"(412.5, 437.5, 5.025427393027027)",0.05014943083127876,0.0,-0.7567586575878436,1.0810964967941858,224.00460000062594
5,7,3,"(412.5, 437.5, 5.025427393027027)",0.3581562436139742,738.6494750976562,-0.24510193215866238,1.24329724029151,121.61510000078124
5,7,4,"(387.5, 437.5, 6.419652941837749)",0.5825433592419307,0.0,-0.4972414593690633,0.7535074837381536,233.4417999991274
5,7,5,"(362.5, 437.5, 8.184609533832969)",0.07019863029322813,0.0,-0.7794697450427152,0.3519233993118848,231.68389999773353
5,7,6,"(362.5, 437.5, 8.184609533832969)",0.4465567984212459,747.9551391601562,-0.29489990911981406,0.4632030740680249,119.91679999846383
5,7,7,"(337.5, 437.5, 10.400297021568935)",0.7607084958838749,0.0,-0.7268811444047416,0.41730478574156016,190.4662000015378
5,7,8,"(312.5, 437.5, 13.134116007120344)",0.23076424996058426,0.0,-1.4861866331884364,0.5074004506942422,252.33229999867035
5,7,9,"(312.5, 437.5, 13.134116007120344)",0.6677455989271148,763.6181030273438,-0.43809090977506826,0.6894145412458752,120.39079999885871
5,7,10,"(287.5, 437.5, 16.365669713099226)",0.07673585715571178,0.0,-1.9932577483991296,0.04184335287779467,245.8924999991723
5,7,11,"(262.5, 437.5, 19.691492564685472)",9.725837071465583e-08,0.0,-4.290807648400897,4.843470415418001e-06,262.56909999938216
5,7,12,"(262.5, 437.5, 19.691492564685472)",0.001817480816791319,856.8884887695312,-2.2978238646245277,0.001275661352700502,120.87520000204677
5,7,13,"(237.5, 437.5, 21.459341898515387)",7.06722601845826e-07,0.0,-3.466164357848793,3.873652298433451e-06,233.03820000000997
5,8,0,"(437.5, 412.5, 3.7158125367455015)",0.7172191551832212,737.3029174804688,-0.29278207356314123,2.0232623336775677,121.53030000263243
5,8,1,"(412.5, 412.5, 4.71743372998353)",0.3426117622360836,0.0,-0.5176684852365692,1.2618184031987063,235.52630000267527
5,8,2,"(387.5, 412.5, 5.968521653217249)",0.05615463852881611,0.0,-0.759789372012562,1.0728807049299673,231.4315000003262
5,8,3,"(387.5, 412.5, 5.968521653217249)",0.4622918949902636,742.2098388671875,-0.24519124676011622,1.1963838662640212,120.36150000130874
5,8,4,"(362.5, 412.5, 7.512358105982148)",0.694495778028989,0.0,-0.5362459594183638,0.7570708110055177,231.08610000053886
5,8,5,"(337.5, 412.5, 9.377700043801939)",0.0029306144764036364,0.0,-0.7891790007445691,0.0743671284304468,235.91859999942244
5,8,6,"(337.5, 412.5, 9.377700043801939)",0.14039216262327542,766.1824340820312,-0.2724943076079764,0.18547824159348947,123.56210000143619
5,8,7,"(337.5, 437.5, 10.400297021568935)",0.6266884014532336,0.0,-0.5836024948898696,0.6417345533949024,234.09149999861256
5,8,8,"(362.5, 437.5, 8.184609533832969)",0.03789807856080624,0.0,-0.9805232455081934,0.2024660234863221,279.3015999995987
5,8,9,"(362.5, 437.5, 8.184609533832969)",0.47648565798575343,745.2736206054688,-0.2871211862308367,0.6257160688066283,120.9125999994285
5,8,10,"(337.5, 437.5, 10.400297021568935)",0.7681011189048549,0.0,-0.7229569252125957,0.42971361895096216,208.1319999997504
5,8,11,"(312.5, 437.5, 13.134116007120344)",0.235270122687015,0.0,-1.4840881959309105,0.5022781529055748,247.55759999970905
5,8,12,"(312.5, 437.5, 13.134116007120344)",0.6537178611634749,763.460205078125,-0.43612508612530937,0.6808900996501199,121.39960000058636
5,8,13,"(287.5, 437.5, 16.365669713099226)",0.07365386584995069,0.0,-1.9932555391847695,0.04195264858038657,240.46830000224872
5,8,14,"(262.5, 437.5, 19.691492564685472)",9.712690740065382e-08,0.0,-4.290807649288517,4.847631921971007e-06,264.8391000002448
5,8,15,"(262.5, 437.5, 19.691492564685472)",0.0024213219610185856,856.8884887695312,-2.2978238646245277,0.0012756562024116886,117.60629999844241
5,9,0,"(437.5, 412.5, 3.7158125367455015)",0.7128348869733264,737.1549072265625,-0.2927820735631412,2.023262349813533,122.96999999671243
5,9,1,"(437.5, 387.5, 3.41874755045311)",0.5667875936787721,0.0,-0.5457140624068212,1.5183809667466346,234.08850000123493
5,9,2,"(412.5, 387.5, 4.295992126710907)",0.11667449275655205,0.0,-0.8323080756969764,1.248088744882039,225.86489999957848
5,9,3,"(412.5, 387.5, 4.295992126710907)",0.6300680476381494,738.9428100585938,-0.28181715737160073,1.3208669588073612,122.4292000006244
5,9,4,"(387.5, 387.5, 5.365977503075057)",0.8989097097180667,0.0,-0.5880133526950171,0.8778186457751952,232.63439999936963
5,9,5,"(387.5, 412.5, 5.968521653217249)",0.08237440387406295,0.0,-0.9145472697543834,0.9028880057145997,295.0727999996161
5,9,6,"(387.5, 412.5, 5.968521653217249)",0.5451770718870734,742.0225219726562,-0.2668695574545465,1.3196110791501563,119.21150000125635
5,9,7,"(362.5, 412.5, 7.512358105982148)",0.6696012663982033,0.0,-0.5390205352245503,0.7686954468404195,232.05790000065463
5,9,8,"(337.5, 412.5, 9.377700043801939)",0.0011900795313319272,0.0,-0.789438325920787,0.07621085815953266,233.15789999833214
5,9,9,"(337.5, 412.5, 9.377700043801939)",0.14423702701496074,766.055908203125,-0.27250295081482573,0.1861567376797431,123.0464000000211
5,9,10,"(337.5, 437.5, 10.400297021568935)",0.6221818992265894,0.0,-0.5836109700349653,0.6418599740997185,233.03610000220942
5,9,11,"(362.5, 437.5, 8.184609533832969)",0.04144868751362188,0.0,-0.9805269695591807,0.202504887515404,277.32950000063283
5,9,12,"(362.5, 437.5, 8.184609533832969)",0.4667908507088516,745.5499267578125,-0.28712229676423945,0.62574432901154,126.37630000244826
5,9,13,"(337.5, 437.5, 10.400297021568935)",0.7205002176244599,0.0,-0.7229579452420398,0.42972373466550495,208.033399998385
5,9,14,"(312.5, 437.5, 13.134116007120344)",0.23480051755904588,0.0,-1.4840885009692197,0.5022806930515488,248.58250000033877
