resolution,trial,step,max_risk,max_ambiguity,inference_time_ms
5,2,1,-46.375813810365074,3.3648435258575353,32.0095999923069
5,2,3,-58.90008178743889,0.3007771276413891,500.3858999989461
5,2,4,-59.4924575658882,0.07964748912764108,103.22570000425912
5,2,6,-46.900916810355795,0.0008322118331423045,106.48729998501949
5,2,7,-34.33388208106733,-2.6645352591003757e-15,51.10660000354983
5,2,9,-46.89972646485532,-2.6645352591003757e-15,89.68679999816231
5,2,10,-34.3174885833251,-2.6645352591003757e-15,52.55270001362078
5,2,12,-46.89972646485532,-2.6645352591003757e-15,89.82490000198595
5,2,13,-34.3174885833251,-2.6645352591003757e-15,51.19690002175048
5,2,15,-46.89972646485532,-2.6645352591003757e-15,89.17490000021644
5,2,16,-34.3174885833251,-2.6645352591003757e-15,51.93660000804812
5,2,18,-46.899924855772056,-2.6645352591003757e-15,87.94959998340346
5,2,19,-34.3174885833251,-2.6645352591003757e-15,50.91409999295138
5,2,21,-46.89972646485532,-2.6645352591003757e-15,89.8958999896422
5,2,22,-34.3174885833251,-2.6645352591003757e-15,51.41210000147112
5,2,24,-46.89972646485532,-2.6645352591003757e-15,91.60010001505725
5,2,25,-34.3174885833251,-2.6645352591003757e-15,51.19280001963489
5,2,27,-46.899924855772056,-2.6645352591003757e-15,88.9440999890212
5,2,28,-34.3174885833251,-2.6645352591003757e-15,50.42939999839291
5,3,0,-45.973361791364084,3.5157689540534447,59.83320000814274
5,3,1,-46.37933879853614,3.3835056879644805,31.97459998773411
5,3,3,-59.28316944450377,0.17913836362138547,298.74530000961386
5,3,4,-59.46287295513541,0.13248771853929453,104.54810000373982
5,3,6,-56.68199694274749,0.1709066741942713,213.44730001874268
5,3,7,-55.6798426210555,0.19869319291643572,70.55820000823587
5,3,9,-51.93591114615802,0.11921957645472481,159.410200023558
5,3,10,-58.14866972210792,0.08090764299002684,105.8375000138767
5,3,12,-55.93530933540079,0.2371220547480286,156.9778000121005
5,3,13,-54.79511423862676,0.284982006954992,52.234800008591264
5,3,15,-51.067515997663556,0.005056526565702768,108.47380000632256
5,3,16,-59.69243173993812,0.0006141906668584163,241.1681000085082
5,3,18,-51.02119099147245,0.0196803863329984,127.2408000077121
5,3,19,-58.33969787224684,-3.552713678800501e-15,55.16150000039488
5,3,21,-58.815955818896114,0.24975342137888545,69.6825000050012
5,3,22,-59.37060150493738,0.08629293770920388,58.19849998806603
5,3,24,-59.81593707412043,0.01148340358732991,131.4159000176005
5,3,25,-59.71174534237889,0.008700392359214604,155.20500001730397
5,3,27,-57.286452174283085,0.04455188300621038,193.05859997984953
5,3,28,-54.567107568148856,0.18674838450451414,83.99520002421923
5,4,0,-46.18619138328915,3.5332452675948893,60.8440000214614
5,4,1,-46.279516254895704,3.414712826437854,31.91839999635704
5,4,3,-50.58566231426873,0.10019887877352884,354.61330000543967
5,4,4,-58.45266913263268,0.014064284635936897,103.10979999485426
5,4,6,-58.5691652470192,0.014652126307134639,106.8389999854844
5,4,7,-45.962424337164066,0.007688971107439713,94.96049999142997
5,4,9,-52.05313622352101,0.021084917359082356,109.77909999201074
5,4,10,-58.93853965946422,0.03735974674471754,84.50220001395792
5,4,12,-58.64181331805567,0.07869019373197705,182.93559999438003
5,4,13,-45.89842868118145,0.09996328946746935,82.74039998650551
5,4,15,-55.55837730546731,0.04802418684690468,197.85460000275634
5,4,16,-47.68626688665958,0.13627665465639094,75.76020000851713
5,4,18,-46.89972646485532,-2.6645352591003757e-15,72.10019999183714
5,4,19,-34.3174885833251,-2.6645352591003757e-15,42.84900001948699
5,4,21,-46.89972646485532,-2.6645352591003757e-15,71.81979998131283
5,4,22,-34.3174885833251,-2.6645352591003757e-15,45.31610000412911
5,4,24,-46.89972646485532,-2.6645352591003757e-15,70.58739999774843
5,4,25,-34.3174885833251,-2.6645352591003757e-15,43.49550002370961
5,4,27,-46.89972646485532,-2.6645352591003757e-15,72.03480001771823
5,4,28,-34.3174885833251,-2.6645352591003757e-15,42.565600015223026
5,5,0,-46.068047847873316,3.5389174534413423,58.69800000800751
5,5,1,-46.788145099421094,3.379500733497424,32.332099974155426
5,5,3,-52.68028424552004,0.1567951943435819,268.90649998676963
5,5,4,-45.83570867971828,0.10850809677470519,285.49090001615696
5,5,6,-50.1866851853036,0.16251062948370398,273.2547000050545
5,5,7,-45.948762651316514,0.0034939559240552143,57.0669999870006
5,5,9,-59.744763176896484,0.004698052204325398,144.13470000727102
5,5,10,-59.652078375832986,0.007738575323527286,108.37820000597276
5,5,12,-55.75025315457181,0.15001767909531472,126.476300007198
5,5,13,-54.824274676248024,0.16022884960162953,94.48400000110269
5,5,15,-52.87301093494207,0.21465219883563424,90.40810001897626
5,5,16,-42.5142374544417,-3.552713678800501e-15,74.15549998404458
5,5,18,-51.0972963587864,-3.552713678800501e-15,144.56580000114627
5,5,19,-45.06198072034694,-3.552713678800501e-15,58.32189999637194
5,5,21,-45.01616385964827,0.2411858892391192,232.02559998026118
5,5,22,-45.62476762922587,-2.6645352591003757e-15,199.3631000223104
5,5,24,-51.08013023974361,-3.552713678800501e-15,145.14949999284
5,5,25,-42.5142374544417,-3.552713678800501e-15,56.0002000129316
5,5,27,-59.441452481954315,0.19072743624190047,198.778099991614
5,5,28,-59.02038322831326,0.05457934188528579,137.02269998611882
5,6,0,-45.85290505439329,3.534821151810371,59.21539998962544
5,6,1,-46.270117941206834,3.3503549982629566,32.34339997288771
5,6,3,-50.14951376917191,0.20054295616324147,217.89530001115054
5,6,4,-45.78280986709879,0.015897171412874833,133.50830000126734
5,6,6,-50.848152381222896,0.00922356230125132,162.73569999611937
5,6,7,-34.3174885833251,-2.6645352591003757e-15,54.962399997748435
5,6,9,-46.89972646485532,-2.6645352591003757e-15,70.85560000268742
5,6,10,-34.3174885833251,-2.6645352591003757e-15,43.304899998474866
5,6,12,-46.89972646485532,-2.6645352591003757e-15,70.33310001133941
5,6,13,-34.3174885833251,-2.6645352591003757e-15,45.73090001940727
5,6,15,-46.89972646485532,-2.6645352591003757e-15,71.12249999772757
5,6,16,-34.3174885833251,-2.6645352591003757e-15,43.216199992457405
5,6,18,-46.89972646485532,-2.6645352591003757e-15,74.02979998732917
5,6,19,-34.3174885833251,-2.6645352591003757e-15,44.01070001767948
5,6,21,-46.89972646485532,-2.6645352591003757e-15,71.39099997584708
5,6,22,-34.3174885833251,-2.6645352591003757e-15,44.31330002262257
5,6,24,-46.89972646485532,-2.6645352591003757e-15,70.82729999092408
5,6,25,-34.3174885833251,-2.6645352591003757e-15,43.6453000002075
5,6,27,-46.89972646485532,-2.6645352591003757e-15,72.2597999847494
5,6,28,-34.3174885833251,-2.6645352591003757e-15,45.75210000621155
5,7,0,-46.32528222999724,3.5101997105111957,61.12609998672269
5,7,1,-45.96287259317663,3.384325240594594,32.02450001845136
5,7,3,-50.58688961212524,0.18825672573779761,307.19640001188964
5,7,4,-58.54214007074221,0.015495249279402934,281.0227000154555
5,7,6,-58.739322043643426,0.14808510858440016,111.70300000230782
5,7,7,-58.83861791669679,0.0078470572991165,173.8515000033658
5,7,9,-58.7210946451782,0.17581001387578055,125.46139999176376
5,7,10,-58.92428605213675,0.0064980553830138454,163.8436999928672
5,7,12,-58.85113680805808,0.1353140675564175,126.52560000424273
5,7,13,-59.06157413820734,0.006975574035044119,166.28030000720173
5,7,15,-58.80054533931206,0.14372535094058803,125.53180000395514
5,7,16,-59.0589295177083,0.006137424646944556,163.58730001957156
5,7,18,-58.86300815753996,0.1546322163945566,126.96650001453236
5,7,19,-58.90422261400594,0.006654681032857823,160.23259999928996
5,7,21,-58.83249335040492,0.17204547139366833,126.57979998039082
5,7,22,-58.884002523872034,0.006309346634437052,164.07160001108423
5,7,24,-58.6363765814785,0.11991152173723285,125.44900001375936
5,7,25,-59.13544819987689,0.006809673606204658,164.11739998147823
5,7,27,-58.87149337947886,0.140288498102616,123.67589998757467
5,7,28,-59.07029229284675,0.005575804514224902,164.68539999914356
5,8,0,-46.20547054360186,3.5285654999652802,59.20949997380376
5,8,1,-46.13433846381474,3.41245967775968,32.745799981057644
5,8,3,-56.68537756891505,0.5582442187819905,270.96890000393614
5,8,4,-58.18943663790847,0.32828386508399143,110.23459999705665
5,8,6,-58.47395912149537,0.34402813099937757,249.4717999943532
5,8,7,-58.51926701532987,0.26978890675703804,85.4109000065364
5,8,9,-56.308751471061186,0.440351307197949,226.84199997456744
5,8,10,-58.25120662627351,0.07284364222724404,59.09989998326637
5,8,12,-57.745701594577085,0.22797567564565324,212.6630999846384
5,8,13,-59.53198576243945,0.13958121184650762,93.09829998528585
5,8,15,-56.968213579878345,0.426565489916082,452.8639999916777
5,8,16,-59.77954938336858,0.07813075580578621,55.18279998796061
5,8,18,-59.11046904551716,0.1122557902980772,248.68570000398904
5,8,19,-59.632269513172076,0.1099581890500807,86.01160001126118
5,8,21,-55.598130528947664,0.4533690265588317,235.97259999951348
5,8,22,-57.33155264830224,0.09195485366787803,58.14109998755157
5,8,24,-56.90460653302433,0.2995446296808082,160.2116999856662
5,8,25,-59.033334267206044,0.21237023414037326,102.87090000929311
5,8,27,-57.48061356945986,0.4124072411738595,107.83720001927577
5,8,28,-58.18475192514596,0.2613346486606387,102.40219999104738
5,9,0,-46.56137405912043,3.5327710357451414,60.55890000425279
5,9,1,-46.52369412511732,3.3658375599161925,32.22920000553131
5,9,3,-46.97723526464373,0.4812889534835063,270.57110000168905
5,9,4,-58.399987768862644,0.4738377881129443,56.841200013877824
5,9,6,-57.645052092064844,0.06677979469826312,214.75240000290796
5,9,7,-55.77693571234919,0.03853822948839625,50.92820001300424
5,9,9,-52.3305777008739,0.03394798169136326,204.55470000160858
5,9,10,-56.515855933431034,0.06410203918856361,154.81380000710487
5,9,12,-57.65433667176315,0.03481274283983593,219.1296999808401
5,9,13,-59.54942642114786,0.09598559103469295,65.73890001163818
5,9,15,-49.75301885532525,0.5150798719554348,88.8975000125356
5,9,16,-45.917360008732885,0.0729494702143918,174.10999999265186
5,9,18,-47.982686535966735,0.10342703240275863,357.6533999876119
5,9,19,-42.35029455489869,0.028784602391685787,87.98419998493046
5,9,21,-59.46491200628058,0.001772162834705382,123.25170001713559
5,9,22,-37.26191067984138,0.09617247912172511,137.40680000046268
5,9,24,-51.0749511335418,0.01395932873736161,176.96860001888126
5,9,25,-45.62476762922587,-3.552713678800501e-15,67.1104000066407
5,9,27,-42.92965657903705,0.2760654690722828,51.86530001810752
5,9,28,-41.94045711134286,0.10070382773139208,270.90299999690615
5,10,0,-46.53998983178085,3.532484401167074,61.499300005380064
5,10,1,-46.516793189012795,3.3871000207890787,33.00379999564029
5,10,3,-46.66142615330438,0.44805478105725904,249.3059000116773
5,10,4,-56.40451553961717,0.003449467835859643,90.6834999914281
5,10,6,-59.290076226511374,0.09501243153743966,227.0894999965094
5,10,7,-59.72944561446009,0.06192807449009807,47.62029999983497
5,10,9,-59.39878517859336,0.070563484082103,214.3493000185117
5,10,10,-59.7131997605515,0.027406232017541665,59.899199986830354
5,10,12,-52.74571004368713,0.02468198493774465,105.53130001062527
5,10,13,-59.70635596263728,0.014301505258559555,86.70380001422018
5,10,15,-57.227272395542855,0.11318923143400372,217.64130002702586
5,10,16,-59.69295969991712,0.06649611395621857,55.77950002043508
5,10,18,-59.764328530320995,0.08939118662762224,199.5077999890782
5,10,19,-59.80240755967583,0.034784029914212145,97.98039999441244
5,10,21,-56.97845875001275,0.19046108885643998,214.2827999778092
5,10,22,-59.56398564751074,0.10829813447433745,55.954899988137186
5,10,24,-52.00674015803403,0.12130648714856163,199.76370001677424
5,10,25,-59.028417501240476,0.05312289169190976,112.02389997197315
5,10,27,-56.63608910261761,0.24782558500158092,199.1643999936059
5,10,28,-59.60172535948738,0.17115537038178408,56.61369999870658
5,11,0,-46.30508219669115,3.5518402951398023,60.570300003746524
5,11,1,-46.2624008054549,3.341454234643251,32.335099996998906
5,11,3,-52.71411646933324,0.10526147112191508,142.26769999368116
5,11,4,-45.959232654502074,0.017360868693214737,160.86400000494905
5,11,6,-51.20186676539125,0.047889831736329214,140.3479000146035
5,11,7,-45.953289481505195,0.027131380313904607,143.57850002124906
5,11,9,-51.26829978871307,0.039471290205609355,149.96050001354888
5,11,10,-45.95342299122963,0.028522111067699196,128.23740000021644
5,11,12,-51.0020333179843,0.036808139530712936,144.20609999797307
5,11,13,-45.95679440103309,0.032451841858439856,130.6036000023596
5,11,15,-51.05262234915426,0.043623671997005564,144.08080000430346
5,11,16,-45.95698786721924,0.03264898336765398,132.26919999578968
5,11,18,-51.01473560068203,0.03821468946881845,146.91489998949692
5,11,19,-45.9539031004106,0.028042932375474283,129.79450001148507
5,11,21,-51.25925654935309,0.03797204805941923,141.76579998456873
5,11,22,-45.955267733394805,0.02845582885973208,133.70509998640046
5,11,24,-51.40028115585705,0.03774300406291764,142.0135000080336
5,11,25,-45.954201901514026,0.03436055206526767,134.6551000024192
5,11,27,-51.191326767739966,0.041676865004040886,143.62030001939274
5,11,28,-45.95414452514811,0.029906840633086684,132.39459999022074
5,12,0,-46.056994920539765,3.5080155181921935,60.17679997603409
5,12,1,-47.00655369148839,3.391151274265478,33.92129999701865
5,12,3,-46.79339679968216,0.5307010022313945,305.1545000053011
5,12,4,-59.24914534217872,0.45118742880787144,66.73339998815209
5,12,6,-57.83865685613727,0.04750146644022002,213.2100999879185
5,12,7,-56.25148048460094,0.03870133025926448,89.39450001344085
5,12,9,-51.96392969517641,0.10063064024111057,237.65339999226853
5,12,10,-56.45097599014272,0.02760624690775293,157.05770000931807
5,12,12,-57.86278723573487,0.03552135568007686,201.23539998894557
5,12,13,-59.41162551067477,0.03516394224443342,65.54090001736768
5,12,15,-52.025088499556475,0.2638238914919018,249.68330000410788
5,12,16,-45.62476762922587,-3.552713678800501e-15,67.2900999779813
5,12,18,-51.09729568465642,-1.3322676295501878e-15,107.66989999683574
5,12,19,-35.656702632521274,0.05675697196302654,99.2563999898266
5,12,21,-51.09709796786966,-3.552713678800501e-15,143.97100001224317
5,12,22,-45.62476762922587,-3.552713678800501e-15,71.41290002618916
5,12,24,-51.09650279511942,0.0004739554220931641,141.940200002864
5,12,25,-45.62476762922587,-3.552713678800501e-15,67.24279999616556
5,12,27,-51.09602503966392,0.00031739350916981657,144.89579998189583
5,12,28,-45.62476762922587,-3.552713678800501e-15,67.65760001144372
5,13,0,-46.28138693817313,3.5373958568304533,60.96540001453832
5,13,1,-46.894418063529486,3.3804153507271044,32.224299997324124
5,13,3,-57.23644788456393,0.4686717663912727,213.4031000023242
5,13,4,-59.43499968072505,0.24830026476167966,119.16630002087913
5,13,6,-58.34205069584202,0.06125808327779003,143.36639997782186
5,13,7,-59.316583335005916,0.010653643953484337,117.98919999273494
5,13,9,-57.60506572376585,0.28120291289345545,158.56760001042858
5,13,10,-59.32810977125811,0.027722510738846573,110.25579998386092
5,13,12,-57.21098515064409,0.2609763637057694,146.6593999939505
5,13,13,-59.51851629404711,0.05190685859140709,113.47579999710433
5,13,15,-57.360690544640846,0.2647890040629777,143.7475999991875
5,13,16,-59.406944967101765,0.03765809022875155,190.37830000161193
5,13,18,-57.44567620903035,0.2406268282367774,145.1721000194084
5,13,19,-59.38969798299471,0.04884031779796638,192.33039999380708
5,13,21,-57.467191099377466,0.22260585475248473,142.1027000178583
5,13,22,-59.42711593708843,0.029161643967381856,194.95810000807978
5,13,24,-57.59498996076871,0.23011100193048017,143.5217999969609
5,13,25,-59.55694284215036,0.0517209203141209,195.25799999246374
5,13,27,-57.543098570992015,0.23226753392544253,142.50109999557026
5,13,28,-59.40824572413169,0.03679759602948396,196.28440000815317
5,14,0,-46.12614716260137,3.5333895660465666,60.59280000044964
5,14,1,-46.7564769116511,3.3699381886054263,32.38369998871349
5,14,3,-55.870416499930094,0.15739163218890306,213.35440000984818
5,14,4,-58.02035462536552,-1.3322676295501878e-15,86.94959999411367
5,14,6,-57.752025308243354,0.07425154715423532,71.94789999630302
5,14,7,-59.30519058544001,0.010150950143743565,95.38810001686215
5,14,9,-58.322107964280065,0.13735338583555423,195.69039999623783
5,14,10,-45.876318042137804,0.07738271633283089,232.1970000048168
5,14,12,-56.09501942081311,0.04079259036678318,197.0551000267733
5,14,13,-53.67045908842947,-3.552713678800501e-15,44.66309997951612
5,14,15,-59.13282313983778,0.11342111155811163,73.4420999942813
5,14,16,-56.39127982356258,-5.329070518200751e-15,82.88090000860393
5,14,18,-44.10767069888412,0.019874014860758127,144.996600021841
5,14,19,-55.40034530084749,0.021178664311087392,67.51189997885376
5,14,21,-57.071102183766115,0.06148241757826267,179.9104000092484
5,14,22,-45.8474297663233,0.040340171303520744,97.85269998246804
5,14,24,-56.14017176869266,0.036669803076382346,180.3580999840051
5,14,25,-55.87126371575805,-3.552713678800501e-15,48.09409999870695
5,14,27,-59.25825285657689,0.14725540007360438,71.1285000143107
5,14,28,-56.37142624948067,-5.329070518200751e-15,77.97720000962727
5,15,0,-46.07646718544177,3.5273915608177164,60.705099982442334
5,15,1,-46.42419679362115,3.3748002641510157,32.85930000129156
5,15,3,-59.246004668455214,0.250326379070708,338.5726999840699
5,15,4,-59.74705645816903,0.013257184219130913,264.489399996819
5,15,6,-58.81003007984092,0.13063354921940107,250.60209998628125
5,15,7,-58.86014929753237,0.030561690814864928,130.0168999878224
5,15,9,-58.688895679027056,0.09282873808405645,107.93609998654574
5,15,10,-58.78194346416329,0.007852486330298891,125.83549998817034
5,15,12,-58.784970939441905,0.03802430452000283,125.71230001049116
5,15,13,-58.92352730299893,0.007135216712627734,159.25330002210103
5,15,15,-58.744954713270296,0.03704298226306757,125.91599998995662
5,15,16,-58.99359579670129,0.006205551763072137,174.49060000944883
5,15,18,-58.900938520222226,0.022324816039126283,132.50179999158718
5,15,19,-59.013862549979564,0.006865836782030232,156.50359998107888
5,15,21,-58.89018286462091,0.05363846850359133,123.86900000274181
5,15,22,-59.025254479464955,0.0068562006327996805,155.81110000493936
5,15,24,-58.755600633741466,0.041951455085399436,127.42850001086481
5,15,25,-58.967144255260024,0.006651685165692367,157.71379999932833
5,15,27,-58.82737758733118,0.035075498453968956,125.01950000296347
5,15,28,-59.048497312277,0.006611840383437428,158.33850001217797
5,16,0,-46.54763965495683,3.5315789853742965,59.83759998343885
5,16,1,-46.42661988876385,3.362350703751876,32.23630000138655
5,16,3,-50.35821044612617,0.10691392173736869,308.5230000142474
5,16,4,-58.58403065657497,0.019724859617636703,201.91350000095554
5,16,6,-58.323737090076676,0.014757390900527634,107.42029998800717
5,16,7,-59.20453603601858,0.008478477648132365,76.42729999497533
5,16,9,-58.53353038672525,0.014514924220689895,106.7310000071302
5,16,10,-59.157989694153635,0.00835236601505951,75.31750001362525
5,16,12,-58.343198493682735,0.037769521843641574,108.50120001123287
5,16,13,-59.29323185091886,0.0094777797316552,75.71679999819025
5,16,15,-58.41984257846376,0.03526563933198412,106.84530000435188
5,16,16,-59.28262717543317,0.008339619715705737,75.16010000836104
5,16,18,-58.46636107437899,0.027534903652759235,109.29510000278242
5,16,19,-59.291309321155204,0.01113671446858433,74.14859998971224
5,16,21,-58.404737413878024,0.024045051030222142,105.6897999951616
5,16,22,-59.13300654843232,0.008487323465916408,73.48610000917688
5,16,24,-58.37604282561564,0.019846273137078985,108.42269999557175
5,16,25,-59.20561350179069,0.009574971506247643,73.59620000352152
5,16,27,-58.373904924686045,0.02969076861055009,108.81619999418035
5,16,28,-59.26989882945571,0.009452255253422859,74.28410000284202
5,17,0,-46.292943368282046,3.512506486994469,60.10709999827668
5,17,1,-46.38090826870956,3.3620598739767438,32.565100002102554
5,17,3,-59.134296509098505,0.27487641040176314,142.37430001958273
5,17,4,-59.61779933615704,0.10138886962535709,96.89549999893643
5,17,6,-59.61353531123234,0.10859043813845592,165.08239999529906
5,17,7,-59.4902211890118,0.1317675552591866,113.65729998215102
5,17,9,-58.72707430712482,0.0413551080632697,125.22239997633733
5,17,10,-45.962199901175836,0.008421590072833496,150.046900002053
5,17,12,-58.867122636144,0.072870557515196,145.51390000269748
5,17,13,-45.931378810743006,0.0842261946655043,91.33950000978075
5,17,15,-57.084215802450124,0.10175414945549144,239.01399999158457
5,17,16,-53.953859104752695,0.20815272425390674,77.37640000414103
5,17,18,-55.727525163888586,0.39671386933191277,124.21880001784302
5,17,19,-53.29202375706153,0.40291800065310657,105.43359999428503
5,17,21,-55.976844977376544,0.38696291399603644,194.74649999756366
5,17,22,-53.95831614667428,0.3841602734111964,88.98289999342524
5,17,24,-57.071459350119966,0.41403682995819446,218.3249999943655
5,17,25,-53.697009404675455,0.2670457360166898,88.43639999395236
5,17,27,-55.383150119065974,0.3670410658887997,193.49499998497777
5,17,28,-54.03088376173483,0.37946926080854704,91.27669999725185
5,18,0,-46.176579859110795,3.5520363225407214,61.272500024642795
5,18,1,-46.260092164663305,3.3281613445418903,32.63870000955649
5,18,3,-58.1212433703093,0.16533869106415966,204.68339999206364
5,18,4,-46.56934943352677,0.08423821524280228,85.25159998680465
5,18,6,-59.69600271006324,0.01438340990888931,163.22849999414757
5,18,7,-59.34188277496013,0.03181058857189756,81.6536000056658
5,18,9,-58.37796697072575,0.007930919229583111,252.38759999047033
5,18,10,-58.61583554361265,0.006915073234449842,91.26650000689551
5,18,12,-58.83205133900403,0.0064959052238615644,253.51989999762736
5,18,13,-59.00050775044396,0.006213714137852655,93.4187000093516
5,18,15,-58.90532168698482,0.008392227759586257,236.10219999682158
5,18,16,-58.964289940792995,0.006576974761452803,89.83029998489656
5,18,18,-58.82455618671297,0.008009085491794243,217.9824000049848
5,18,19,-59.08329849436681,0.007869780198123788,90.9103000012692
5,18,21,-58.76598755420224,0.017046071921400285,126.18410002323799
5,18,22,-58.87252511513181,0.008006784649144727,90.89890000177547
5,18,24,-58.83125928852084,0.012985143734311144,128.8903999957256
5,18,25,-58.89847552330717,0.007784273155027499,90.31390000018291
5,18,27,-58.78805242708766,0.010526877732007556,128.81090000155382
5,18,28,-58.891574005788186,0.008171657332299187,92.00330000021495
5,19,0,-46.10234953338893,3.5354105617298823,59.679600002709776
5,19,1,-46.349700350801385,3.3377791220139668,32.12869999697432
5,19,3,-50.20450892855085,0.09463752350418275,305.35420001251623
5,19,4,-58.452738187983556,0.016790048209839092,94.23610000521876
5,19,6,-58.69359456498023,0.011559429113066066,107.77020000386983
5,19,7,-58.69576800691819,0.007793023564593327,80.59420000063255
5,19,9,-58.7071788971943,0.01040771779141636,107.23610001150519
5,19,10,-58.752014127087946,0.007953887972497409,79.59949999349192
5,19,12,-58.73546016103166,0.019604375875835967,124.65189999784343
5,19,13,-58.80473802884277,0.007429625437507248,77.23000002442859
5,19,15,-58.664096840445175,0.017453019085752697,127.0471999887377
5,19,16,-58.78449707176926,0.007553587399254269,82.83709999523126
5,19,18,-58.598694739364376,0.008647240375768028,126.80389999877661
5,19,19,-58.94724612039682,0.007638467897483903,77.28870000573806
5,19,21,-58.80350596260028,0.016783861421135526,124.80960000539199
5,19,22,-58.87112542716356,0.0073540091677912756,78.81029997952282
5,19,24,-58.66945131541294,0.02179456741127561,125.69339998299256
5,19,25,-58.91284467003229,0.007669448664510359,82.05160000943579
5,19,27,-58.7003385396342,0.008379215797017281,126.10630001290701
5,19,28,-58.89459570684185,0.006745992191633299,77.73249997990206
10,0,0,-72.6718879607789,0.9623863309288514,159.2543000006117
10,0,1,-73.04348589304091,0.2227803852564385,154.17200000956655
10,0,3,-72.90943733469727,0.87991255585475,223.08039999916218
10,0,4,-73.02274933829773,0.15035018778919795,190.07199999759905
10,0,6,-72.91714344901646,0.8785277330178927,219.4168999849353
10,0,7,-73.06004084216013,0.1829909797675553,202.9159000085201
10,0,9,-72.94804050566972,0.8408677873954165,131.4618000178598
10,0,10,-73.24386791671776,0.09182911463057808,306.71520001487806
10,0,12,-73.22844296196855,0.7542495943940868,219.5646000036504
10,0,13,-73.25393317320695,0.1443920467648443,181.25550000695512
10,0,15,-73.02643379642306,0.7413573827246576,223.14109999570064
10,0,16,-72.99213973520347,0.08781909652282494,201.76569998147897
10,0,18,-72.5859389963646,0.7391725508576001,311.65499999769963
10,0,19,-72.61747422634542,0.354206757803186,224.43309999653138
10,0,21,-58.94799413743493,0.7588249775081422,314.1475000011269
10,0,22,-46.64317159407314,0.09276441008288261,280.7463000062853
10,0,24,-58.70067574670963,0.7368517302766029,289.4662000180688
10,0,25,-49.374225335121295,0.09820485190102479,243.58520001987927
10,0,27,-58.82835125505843,0.7783440842703699,291.6114999970887
10,0,28,-48.76394252408574,0.08798259402146602,249.63440001010895
10,1,0,-45.606273539301725,5.058054454511292,59.447100007673725
10,1,1,-47.10903272477926,4.965245582492999,33.86080000200309
10,1,3,-47.98328891424641,1.2641412954250826,669.2680999985896
10,1,4,-71.62433304241543,0.6522863325320882,330.1939999801107
10,1,6,-56.76549045218526,0.8203519658843297,325.5712000245694
10,1,7,-34.743606182075176,0.015502055867332665,157.84040000289679
10,1,9,-27.583948624016728,0.05239797602523755,165.27789999963716
10,1,10,-28.495657692381066,0.0,230.93679998419248
