simulation,resolution,trial,step,max_risk,max_ambiguity,inference_time_ms,VFE,VFE_norm,state_entropy,action
0,10,0,12,-45.99108706706884,0.31691246916383964,133.1481997622177,-1.6024626547414036,-0.158727439558319,5.151152639043686,"(2, 0)"
0,10,0,13,-43.79099596313964,0.18487518852160756,192.63039843644947,-24.376973408549265,-0.5477289762789997,4.24432527095024,"(1, 0)"
0,10,0,15,-46.03563389330319,0.23904843379509977,132.05079949693754,-1.7405949317136629,-0.17263078420677164,3.9139378851993816,"(1, 0)"
0,10,0,16,-41.36000620377187,0.22278957791579135,189.4091996946372,-25.874857492618826,-4.253240552013272,3.6703936493733007,"(2, 0)"
0,10,0,18,-45.60428970761653,0.298471969009672,147.0285996911116,-1.641488163742697,-0.162652688133992,5.202953500840892,"(2, 0)"
0,10,0,19,-43.77684628483177,0.17094901502414794,205.93090122565627,-24.48672366499188,-0.5497308314962542,4.345094362653235,"(1, 0)"
0,10,0,21,-46.540957604727744,0.20781889731390324,131.37480086879805,-1.7410947832114139,-0.17268345861032325,3.908828338840232,"(1, 0)"
0,10,0,22,-41.65604450141071,0.2697659549706115,187.72949988488108,-25.937983656813486,-4.260784650412772,3.6740988043349385,"(2, 0)"
0,10,0,24,-46.08757715662044,0.33440141136729884,145.75560070807114,-1.6326523240840203,-0.16175178613765256,5.202240849552588,"(2, 0)"
0,10,0,25,-43.81334504672268,0.13129051679200332,204.4798011193052,-24.41018194735614,-0.5492324362655802,4.327580670151246,"(1, 0)"
0,10,0,27,-46.298521894644054,0.2213033495802188,131.46270043216646,-1.7413329665976418,-0.17270854175043582,3.9064336762193994,"(1, 0)"
0,10,0,28,-41.26604660101142,0.26878789989804863,184.35020017204806,-25.96881135438215,-4.262302006348107,3.674099394299405,"(2, 0)"
0,10,0,30,-46.231479176266646,0.3244875188997258,145.00580058665946,-1.647702095422061,-0.16325016617744909,5.229009641399365,"(0, 0)"
0,10,0,31,-35.178973998298076,0.08450056525779726,179.2684001266025,-14.032108969927217,-1.524260208741981,4.685542207797975,"(0, 0)"
0,10,0,33,-45.68382878260061,0.31486574807348977,132.83430051524192,-1.6257939592541937,-0.16099806570388664,5.47007375619922,"(0, 0)"
0,10,0,34,-33.393172934603186,0.08864835792469306,138.98230000631884,-12.424712802142414,-1.534373453237957,4.7187436897781945,"(0, 0)"
0,10,0,36,-46.10701677792544,0.3749943855705471,147.59909897111356,-1.6414158757555464,-0.16255779072535864,5.574218240162228,"(0, 0)"
0,10,0,37,-32.17184945565491,0.12036371231137899,149.90840089740232,-12.212116572656484,-1.5314211582772277,4.7821869348123025,"(0, 0)"
0,10,0,39,-45.70805832799774,0.38778238754221883,148.50709948223084,-1.6316823415322028,-0.16160166615556207,5.598632093860744,"(0, 0)"
0,15,0,0,-58.174985447754985,0.8196121013364828,732.2161011397839,-3.7252264613321153,-0.24832241501798388,15.879314980524285,"(2, 0)"
0,15,0,1,-61.551650448643706,0.3537393391845476,498.20410000393167,-10.550491356177467,-0.35567021133144805,12.706592230929505,"(2, 0)"
0,15,0,3,-57.336257868045784,0.4609252469632321,205.7745005004108,0.07798246881592656,0.006115449262545744,11.585266264253375,"(2, 0)"
0,15,0,4,-66.88651180023828,0.26103639500502673,328.3464992418885,-10.96403939466615,-0.12637074977486157,9.315392486308397,"(2, 0)"
0,15,0,6,-52.46694283109461,0.35831865401948004,198.78649950260296,0.0021415997748985972,0.0007695234453263117,9.131760597023554,"(2, 0)"
0,15,0,7,-67.72156852462189,0.2916456932823537,204.01090098312125,-11.218926067614229,-0.13776601444518397,8.00132401143005,"(0, 1)"
0,15,0,9,-41.20123058576141,0.6792531219499212,755.8516996214166,-1.3553681696225965,-0.09033750310594693,9.023615495375497,"(0, 1)"
0,15,0,10,-35.917597054367846,0.13169203081340708,536.4735002513044,-11.29227954090022,-0.6726506458830879,4.549176820792445,"(0, 1)"
0,15,0,12,-30.7059258493123,0.1166576143735305,309.4432007637806,-1.0691729263258052,-0.06295429961238246,3.58143198041025,"(0, 1)"
0,15,0,13,-25.638028182071697,0.018235562151989182,318.1430005352013,-11.233951730357454,-0.6333246517908874,1.7846343083723135,"(0, 1)"
0,15,0,15,-23.5882587760118,0.23025743105249052,234.7050997777842,-2.2288615577018116,-0.1393461431350379,4.231819054383489,"(0, 0)"
0,15,0,16,-28.637267998982594,0.19193006087818842,291.9282992952503,-12.42612878831977,-1.1626023901763425,3.4202627639320395,"(0, 0)"
0,15,0,18,-23.50045073176116,0.2577485322306079,266.6234999196604,-2.275579081923304,-0.1424268301444037,4.458711254337188,"(0, 0)"
0,15,0,19,-25.74451777090999,0.03587330982107906,420.68939976161346,-10.115198180897282,-0.9311908616994657,3.321968056307191,"(0, 0)"
0,15,0,21,-23.939927447328976,0.2852332250688614,265.427500999067,-2.312360150760415,-0.14486878861333924,4.501976421760885,"(0, 0)"
0,15,0,22,-25.673921397051913,0.08251302574113639,428.7274008966051,-9.96962231746026,-0.8774932999381779,3.3843332639712433,"(0, 0)"
0,15,0,24,-23.472237251335443,0.2582425051950974,268.2578999083489,-2.3118745376297407,-0.1448371360335009,4.488328288457462,"(0, 0)"
0,15,0,25,-25.5475427099586,0.07224681768431296,426.5540993656032,-10.069958966302021,-0.8990125145752619,3.3994300359692944,"(0, 0)"
0,15,0,27,-23.759380196551728,0.273288050380486,269.7806995129213,-2.341671877889307,-0.14682067835502177,4.5087296722894425,"(0, 0)"
0,15,0,28,-25.136866387224927,0.07784802154005943,423.06129849748686,-9.985250229183544,-0.8767396568209945,3.4032564028047405,"(0, 0)"
0,15,0,30,-23.600294903908644,0.28054561244064047,267.52190047409385,-2.343555020891309,-0.14694694749401946,4.499194852799437,"(0, 0)"
0,15,0,31,-25.532409469872363,0.07902805735542895,425.7320007891394,-10.047694181603022,-0.8889305586216477,3.405404832797151,"(0, 0)"
0,15,0,33,-23.410851253427627,0.2660012669653282,268.32249923609197,-2.3186004554077972,-0.14528493285961336,4.492373102456081,"(0, 0)"
0,15,0,34,-25.359921342001865,0.09159519728804133,424.0024998434819,-10.056988742734687,-0.8962331839986509,3.4038334850049385,"(0, 0)"
0,15,0,36,-23.407798966485068,0.2694567173934761,268.6143008759245,-2.3270012619827325,-0.1458450195785176,4.491070819387945,"(0, 0)"
0,15,0,37,-25.35611938604421,0.09291620449324789,421.91899981116876,-10.07728711117943,-0.9003102294761172,3.405859339570027,"(0, 0)"
0,15,0,39,-23.469524686393992,0.26908353873705315,266.9368995120749,-2.3101344928871312,-0.144721211140426,4.490248935070369,"(0, 0)"
0,20,0,0,-55.30255916521746,1.3157459801758025,2328.1361989793368,-3.4938963780602417,-0.17468045199099852,20.192636612116566,"(0, 0)"
0,20,0,1,-48.724850582124056,0.3791916997648008,5222.384401015006,-6.465084994438343,-0.3102813753976171,15.986307841101578,"(0, 0)"
0,20,0,3,-56.376163690153206,0.9789081122062075,1155.041900346987,0.5694787112854758,0.02899690077883421,17.193940354092014,"(2, 0)"
0,20,0,4,-48.654081058325396,0.30354828305895243,2104.2465001228265,-3.969382251826606,-0.0871720621895351,13.459095750858724,"(2, 0)"
0,20,0,6,-55.319151273935034,0.9720719787608176,1128.6650017718785,0.2728927438914747,0.014199121080914229,15.811794231259416,"(2, 0)"
0,20,0,7,-47.108468846097125,0.2712915076096074,2815.0619986117817,-5.19461872223323,-0.11212370831333247,12.177469406895842,"(2, 0)"
0,20,0,9,-53.44031575935411,0.8430618463431332,2119.3073002505116,-0.05391396398557127,-0.00268512869068184,13.81624543874894,"(2, 0)"
0,20,0,10,-44.866144205379996,0.3138282812146769,2935.894699767232,-5.8553605209031545,-0.12420735103826056,10.059389845280485,"(2, 0)"
0,20,0,12,-51.08875776359226,0.9274759794561229,1196.1611002334394,0.09357827060229848,0.005309071476743359,13.34812448202249,"(2, 0)"
0,20,0,13,-43.75492373785095,0.3171414186671817,6244.018898927607,-5.175770175570896,-0.09958072206571217,10.311371160900615,"(0, 1)"
0,20,0,15,-40.949188821233804,0.8838909595629407,2738.352899614256,0.014819499305383928,0.0018442753136593132,12.732133655326825,"(0, 1)"
0,20,0,16,-37.42430063058074,0.4057047250472534,3799.658799020108,-7.484004764971133,-0.3265465188401014,8.542015252662532,"(0, 1)"
0,20,0,18,-33.72115138686749,0.6520591676836822,5054.968301439658,-0.9219927214411914,-0.046085753103653225,8.522605217789575,"(0, 1)"
0,20,0,19,-28.771193203537138,0.5622827129201986,6027.702299645171,-10.050712526624158,-0.4345273971139037,5.744802676478414,"(0, 1)"
0,20,0,21,-22.578791100114,0.6990363454223514,3278.193700418342,-2.191425439844193,-0.10383396714759045,7.7123510553743015,"(0, 0)"
0,20,0,22,-19.954998422262314,0.35932126995069025,7392.886001092847,-6.619416702500188,-0.3543828839414528,5.571232433799741,"(0, 0)"
0,20,0,24,-21.078097431061316,0.8803967854579187,5957.704800355714,-0.5572916898116174,-0.020070976120492138,7.712196978747744,"(0, 0)"
0,20,0,25,-19.794690580172823,0.2277559114101284,2079.8626997857355,-4.871875867482896,-0.20827649412304344,5.619770384384246,"(0, 0)"
0,20,0,27,-20.942074853024163,0.8612847830175814,6940.574900188949,-0.5576014958488353,-0.02031526359440077,7.706891433294647,"(0, 0)"
0,20,0,28,-19.980148895588144,0.23967218663309575,5411.943199520465,-4.821598549404457,-0.2004990606742516,5.629334514018015,"(0, 0)"
0,20,0,30,-21.189215406944736,0.8589544926083492,7038.035499921534,-0.6283438367385044,-0.024182496311424224,7.746315472743585,"(0, 0)"
0,20,0,31,-20.271436037002577,0.25529806489439855,5829.301500169095,-4.7674590131457295,-0.19688159432345007,5.642098964969465,"(0, 0)"
0,20,0,33,-21.260093953065326,0.8259033203571762,2454.6130995149724,-0.5219635378546108,-0.018702732037825163,7.619182142551449,"(0, 0)"
0,20,0,34,-20.35022739473848,0.23933137447983066,2150.607900985051,-4.790270079045751,-0.19540808258076958,5.631698994535091,"(0, 0)"
0,20,0,36,-21.048449105054246,0.7951412012437489,2623.182900773827,-0.5297572609720769,-0.019213175175824812,7.614827359763476,"(0, 0)"
0,20,0,37,-20.384365065339352,0.2436723809021606,2158.746999746654,-4.764211819678129,-0.1948870220521094,5.628637509373924,"(0, 0)"
0,20,0,39,-20.899014366042074,0.8224604328419345,2681.0283993836492,-0.558509336057272,-0.020640888787455104,7.659272299425644,"(0, 0)"
